"Link","Classe","Número","Ano.de.autuação","Relator.Atual","Data","Andamento","Observação.Andamento","Ramo.do.direito","Assuntos","fator_m_aurelio","unanimidade"
"AP-470","AP",470,2007,"MIN. ROBERTO BARROSO","29/8/2013","Embargos rejeitados","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria e nos termos do voto do Relator, Ministro Joaquim Barbosa (Presidente), rejeitou os embargos de declaração, vencidos, quanto à dosimetria da pena base pelo delito de formação de quadrilha, os Ministros Dias Toffoli, Ricardo Lewandowski e Marco Aurélio. Plenário, 29.08.2013. ","DIREITO PENAL","0 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL 1 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES","0","0"
"AP-470","AP",470,2007,"MIN. ROBERTO BARROSO","21/8/2013","Embargos rejeitados","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria, vencidos os Ministros Ricardo Lewandowski, Dias Toffoli e Marco Aurélio, rejeitou os embargos de declaração, nos termos do voto do Relator, Ministro Joaquim Barbosa (Presidente). Plenário, 21.08.2013.","DIREITO PENAL","0 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL 1 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES","0","0"
"AP-470","AP",470,2007,"MIN. ROBERTO BARROSO","15/8/2013","Embargos rejeitados","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria, vencido em parte o Ministro Marco Aurélio, rejeitou os embargos de declaração, nos termos do voto do Relator, Ministro Joaquim Barbosa (Presidente). Ausente, licenciado, o Ministro Teori Zavascki. Plenário, 15.08.2013.","DIREITO PENAL","0 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL 1 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES","0","0"
"AP-470","AP",470,2007,"MIN. ROBERTO BARROSO","14/8/2013","Embargos rejeitados","Decisão: O Tribunal, por maioria, aprovou questão de ordem no sentido da participação dos Ministros que votaram pela absolvição dos réus na apreciação dos embargos de declaração que tratam da dosimetria da pena, vencido o Ministro Marco Aurélio. Em seguida, o Tribunal, por unanimidade e nos termos do voto do Relator, Ministro Joaquim Barbosa (Presidente), rejeitou os embargos de declaração. Os Ministros Marco Aurélio, Ricardo Lewandowski e Dias Toffoli votaram pela concessão de habeas corpus de ofício. Ausente, licenciado, o Ministro Teori Zavascki. Plenário, 14.08.2013.","DIREITO PENAL","0 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL 1 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES","0","0"
"AP-470","AP",470,2007,"MIN. ROBERTO BARROSO","14/8/2013","Embargos rejeitados","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Joaquim Barbosa (Presidente), rejeitou os embargos de declaração, vencidos os Ministros Marco Aurélio e Luiz Fux, que os proviam. Concedida a ordem de habeas corpus de ofício para absolver o embargante do crime de formação de quadrilha (art. 288, do Código Penal), com base no art. 386, III, do Código de Processo Penal. Ausente, licenciado, o Ministro Teori Zavascki. Plenário, 14.08.2013.","DIREITO PENAL","0 - DIREITO PENAL | CRIMES PRATICADOS POR FUNCIONÁRIOS PÚBLICOS CONTRA A ADMINISTRAÇÃO EM GERAL 1 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO 2 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DE ""LAVAGEM"" OU OCULTAÇÃO DE BENS, DIREITOS OU VALORES","0","0"
"ADI-3327","ADI",3327,2004,"MIN. DIAS TOFFOLI","8/8/2013","Improcedente","Decisão: O Tribunal, por maioria, julgou improcedente a ação direta, vencidos os Ministros Dias Toffoli (Relator), Rosa Weber, Luiz Fux, Ricardo Lewandowski e Marco Aurélio. Redigirá o acórdão a Ministra Cármen Lúcia. Ausente, neste julgamento, o Ministro Joaquim Barbosa (Presidente), que votou em assentada anterior. Presidiu o julgamento o Ministro Ricardo Lewandowski (Vice-Presidente). Plenário, 08.08.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | FISCALIZAÇÃO","0","0"
"AP-565","AP",565,2011,"MIN. CÁRMEN LÚCIA","8/8/2013","Procedente em parte","Decisão: Prosseguindo no julgamento, o Tribunal julgou parcialmente procedente a ação penal para, quanto ao delito descrito no art. 90 da Lei 8.666, de 21 de junho de 1993, condenar, por unanimidade, os acusados Ivo Narciso Cassol, Salomão da Silveira e Erodi Antonio Matt; absolver, por unanimidade, os acusados Ivalino Mezzomo e Ilva Mezzomo Crisóstomo; e, em face do empate, após os votos dos Ministros Cármen Lúcia (Relatora), Teori Zavascki, Rosa Weber, Gilmar Mendes e Celso de Mello, julgando improcedente a ação penal, e os votos dos Ministros Dias Toffoli (Revisor), Roberto Barroso, Ricardo Lewandowski, Marco Aurélio e Joaquim Barbosa (Presidente), julgando-a procedente, absolver os acusados Aníbal de Jesus Rodrigues, Neilton Soares dos Santos, Izalino Mezzomo e Josué Crisóstomo, vencido o Ministro Marco Aurélio, que entendia ser aplicável o art. 21, inciso IX, alínea ""a""  do Regimento Interno. Quanto ao delito de formação de quadrilha, previsto no art. 288 do Código Penal, o Tribu","DIREITO PENAL","1 - DIREITO PENAL | CRIMES PREVISTOS NA LEGISLAÇÃO EXTRAVAGANTE | CRIMES DA LEI DE LICITAÇÕES 2 - DIREITO PENAL | CRIMES CONTRA A PAZ PÚBLICA | QUADRILHA OU BANDO","0","0"
"MS-32033","MS",32033,2013,"MIN. GILMAR MENDES","20/6/2013","Denegada a segurança","Decisão: Preliminarmente, o Tribunal, por maioria, negou provimento ao agravo regimental interposto pela União, que impugnava a admissão dos amici curiae, vencidos os Ministros Teori Zavascki, Ricardo Lewandowski, Marco Aurélio e Joaquim Barbosa (Presidente). Por maioria, o Tribunal conheceu do mandado de segurança, vencidos os Ministros Marco Aurélio e Cármen Lúcia, e, no mérito, indeferiu-o e cassou a liminar concedida, vencidos os Ministros Gilmar Mendes (Relator), Dias Toffoli e Celso de Mello, que deferiam em parte o mandado de segurança. Votou o Presidente. Redigirá o acórdão o Ministro Teori Zavascki. Retificada a proclamação da assentada do dia 5 de junho, para constar que o Ministro Joaquim Barbosa (Presidente) dava provimento ao agravo regimental da União. Plenário, 20.06.2013.","DIREITO ELEITORAL E PROCESSO ELEITORAL","1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | PARTIDO POLÍTICO | CRIAÇÃO DO PARTIDO POLÍTICO","0","0"
"MS-28440","MS",28440,2009,"MIN. TEORI ZAVASCKI","19/6/2013","Agravo regimental não provido","Decisão: O Tribunal, por maioria, vencidos os Ministros Marco Aurélio e Rosa Weber, negou provimento ao agravo regimental, nos termos do voto do Relator. Votou o Presidente, Ministro Joaquim Barbosa. Ausentes, justificadamente, o Ministro Celso de Mello e, neste julgamento, o Ministro Ricardo Lewandowski. Plenário, 19.06.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUTORIZAÇÃO | TABELIONATOS, REGISTROS, CARTÓRIOS 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REGIME ESTATUTÁRIO | REMOÇÃO","0","0"
"ADI-4617","ADI",4617,2011,"MIN. LUIZ FUX","19/6/2013","Procedente em parte","Decisão: O Tribunal, por maioria, vencido o Ministro Teori Zavascki, julgou parcialmente procedente a ação direta para dar interpretação conforme à expressão impugnada, nos termos do voto do Relator. Votou o Presidente, Ministro Joaquim Barbosa. Ausente, justificadamente, o Ministro Celso de Mello. Falou pelo requerente o Dr. Roberto Monteiro Gurgel Santos, Procurador-Geral da República. Plenário, 19.06.2013. ","DIREITO ELEITORAL E PROCESSO ELEITORAL","1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | ELEIÇÃO | CAMPANHA ELEITORAL | PROPAGANDA ELEITORAL 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MINISTÉRIO PÚBLICO","0","0"
"RE-593443","RE",593443,2008,"MIN. MARCO AURÉLIO","6/6/2013","Julgado mérito de tema com repercussão geral","Decisão: Preliminarmente, o Tribunal, por maioria, conheceu do recurso, vencidas as Ministras Rosa Weber e Cármen Lúcia. No mérito, o Tribunal, por maioria, negou provimento ao recurso extraordinário, vencidos os Ministros Marco Aurélio (Relator), Teori Zavascki e Joaquim Barbosa (Presidente). Redigirá o acórdão o Ministro Ricardo Lewandowski. Ausentes, justificadamente, os Ministros Dias Toffoli e Luiz Fux. Falaram, pelo Ministério Público Federal, a Dra. Deborah Macedo Duprat de Britto Pereira, Vice-Procuradora-Geral da República, e, pelos recorridos, o Dr. José Roberto Batochio. Plenário, 06.06.2013.","DIREITO PROCESSUAL PENAL","1 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | TRANCAMENTO","0","0"
"MI-970","MI",970,2009,"MIN. ROSA WEBER","29/5/2013","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria, recebeu os embargos de declaração como agravo regimental e a este negou provimento, nos termos do voto da Relatora, vencido, em tudo, o Ministro Marco Aurélio. Votou o Presidente, Ministro Joaquim Barbosa. Impedido o Ministro Dias Toffoli. Ausentes, justificadamente, a Ministra Cármen Lúcia, em participação na Conferencia Internacional - El acceso individual a la justicia Constitucional en América Latina, em Arequipa, Peru, e, neste julgamento, os Ministros Gilmar Mendes e Ricardo Lewandowski. Plenário, 29.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA | ESPECIAL 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | ADICIONAL DE INSALUBRIDADE","0","0"
"MI-1148","MI",1148,2009,"MIN. ROSA WEBER","29/5/2013","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria, recebeu os embargos de declaração como agravo regimental e a este negou provimento, nos termos do voto da Relatora, vencido, em tudo, o Ministro Marco Aurélio. Votou o Presidente, Ministro Joaquim Barbosa. Impedido o Ministro Dias Toffoli. Ausentes, justificadamente, a Ministra Cármen Lúcia, em participação na Conferencia Internacional - El acceso individual a la justicia Constitucional en América Latina, em Arequipa, Peru, e, neste julgamento, os Ministros Gilmar Mendes e Ricardo Lewandowski. Plenário, 29.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA | ESPECIAL","0","0"
"MI-1974","MI",1974,2009,"MIN. ROSA WEBER","29/5/2013","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria, recebeu os embargos de declaração como agravo regimental e a este negou provimento, nos termos do voto da Relatora, vencido, em tudo, o Ministro Marco Aurélio. Votou o Presidente, Ministro Joaquim Barbosa. Impedido o Ministro Dias Toffoli. Ausentes, justificadamente, a Ministra Cármen Lúcia, em participação na Conferencia Internacional - El acceso individual a la justicia Constitucional en América Latina, em Arequipa, Peru, e, neste julgamento, os Ministros Gilmar Mendes e Ricardo Lewandowski. Plenário, 29.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | TEMPO DE SERVIÇO | AVERBAÇÃO / CONTAGEM DE TEMPO ESPECIAL","0","0"
"ARE-638195","ARE",638195,2011,"MIN. JOAQUIM BARBOSA","29/5/2013","Julgado mérito de tema com repercussão geral","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, Ministro Joaquim Barbosa (Presidente), conheceu e deu provimento ao recurso extraordinário, vencidos o Ministro Gilmar Mendes, que lhe negava provimento, e o Ministro Marco Aurélio, que lhe dava provimento em maior extensão. Falaram, pelo recorrido, a Dra. Ivete Maria Razzera, Procuradora do Estado do Rio Grande do Sul, e pela Confederação Nacional dos Servidores Público, o Dr. Júlio Bonafonte. Ausente, justificadamente, a Ministra Cármen Lúcia, em participação na Conferencia Internacional – El acceso individual a la justicia Constitucional em América Latina, em Arequipa, Peru. Plenário, 29.05.2013.","DIREITO PROCESSUAL CIVIL E DO TRABALHO","0 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | REQUISIÇÃO DE PEQUENO VALOR - RPV 1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | VALOR DA EXECUÇÃO / CÁLCULO / ATUALIZAÇÃO | CORREÇÃO MONETÁRIA 2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | LIQUIDAÇÃO / CUMPRIMENTO / EXECUÇÃO DE SENTENÇA | VALOR DA EXECUÇÃO / CÁLCULO / ATUALIZAÇÃO | JUROS","0","0"
"MI-4831","MI",4831,2012,"MIN. TEORI ZAVASCKI","29/5/2013","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencidos os Ministros Dias Toffoli e Marco Aurélio. Votou o Presidente, Ministro Joaquim Barbosa. Ausentes, justificadamente, a Ministra Cármen Lúcia, em participação na Conferencia Internacional - El acceso individual a la justicia Constitucional en América Latina, em Arequipa, Peru, e, neste julgamento, os Ministros Gilmar Mendes e Ricardo Lewandowski. Plenário, 29.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | REVISÃO GERAL ANUAL (MORA DO EXECUTIVO - INCISO X, ART. 37, CF 1988)","0","0"
"MI-4932","MI",4932,2012,"MIN. TEORI ZAVASCKI","29/5/2013","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencidos os Ministros Dias Toffoli e Marco Aurélio. Votou o Presidente, Ministro Joaquim Barbosa. Ausentes, justificadamente, a Ministra Cármen Lúcia, em participação na Conferencia Internacional - El acceso individual a la justicia Constitucional en América Latina, em Arequipa, Peru, e, neste julgamento, os Ministros Gilmar Mendes e Ricardo Lewandowski. Plenário, 29.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | REVISÃO GERAL ANUAL (MORA DO EXECUTIVO - INCISO X, ART. 37, CF 1988)","0","0"
"MI-5535","MI",5535,2013,"MIN. TEORI ZAVASCKI","29/5/2013","Agravo regimental não provido","Decisão: O Tribunal, por maioria e nos termos do voto do Relator, negou provimento ao agravo regimental, vencidos os Ministros Dias Toffoli e Marco Aurélio. Votou o Presidente, Ministro Joaquim Barbosa. Ausentes, justificadamente, a Ministra Cármen Lúcia, em participação na Conferencia Internacional - El acceso individual a la justicia Constitucional en América Latina, em Arequipa, Peru, e, neste julgamento, os Ministros Gilmar Mendes e Ricardo Lewandowski. Plenário, 29.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | REVISÃO GERAL ANUAL (MORA DO EXECUTIVO - INCISO X, ART. 37, CF 1988)","0","0"
"MI-1780","MI",1780,2009,"MIN. ROSA WEBER","23/5/2013","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, nos termos do voto da Relatora, vencido em tudo o Ministro Marco Aurélio.  Impedido o Ministro Dias Toffoli. Ausentes, justificadamente, o Ministro Celso de Mello e, neste julgamento, os Ministros Joaquim Barbosa (Presidente) e Cármen Lúcia. Presidiu o julgamento o Ministro Ricardo Lewandowski (Vice-Presidente). Plenário, 23.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA | ESPECIAL","0","0"
"MI-963","MI",963,2009,"MIN. ROSA WEBER","23/5/2013","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, nos termos do voto da Relatora, vencido em tudo o Ministro Marco Aurélio.  Impedido o Ministro Dias Toffoli. Ausentes, justificadamente, o Ministro Celso de Mello e, neste julgamento, os Ministros Joaquim Barbosa (Presidente) e Cármen Lúcia. Presidiu o julgamento o Ministro Ricardo Lewandowski (Vice-Presidente). Plenário, 23.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA | ESPECIAL","0","0"
"MI-986","MI",986,2009,"MIN. ROSA WEBER","23/5/2013","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, nos termos do voto da Relatora, vencido em tudo o Ministro Marco Aurélio.  Impedido o Ministro Dias Toffoli. Ausentes, justificadamente, o Ministro Celso de Mello e, neste julgamento, os Ministros Joaquim Barbosa (Presidente) e Cármen Lúcia. Presidiu o julgamento o Ministro Ricardo Lewandowski (Vice-Presidente). Plenário, 23.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA | ESPECIAL 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | ADICIONAL DE INSALUBRIDADE","0","0"
"MI-1551","MI",1551,2009,"MIN. ROSA WEBER","23/5/2013","Embargos recebidos como agravo regimental desde logo não provido","Decisão: O Tribunal, por maioria, conheceu dos embargos de declaração como agravo regimental e a este negou provimento, nos termos do voto da Relatora, vencido em tudo o Ministro Marco Aurélio.  Impedido o Ministro Dias Toffoli. Ausentes, justificadamente, o Ministro Celso de Mello e, neste julgamento, os Ministros Joaquim Barbosa (Presidente) e Cármen Lúcia. Presidiu o julgamento o Ministro Ricardo Lewandowski (Vice-Presidente). Plenário, 23.05.2013.","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO","1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | APOSENTADORIA | ESPECIAL 2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUNERATÓRIO E BENEFÍCIOS | ADICIONAL DE INSALUBRIDADE","0","0"
"RMS-25476","RMS",25476,2005,"MIN. LUIZ FUX","22/5/2013","Provido","Decisão: Prosseguindo no julgamento, o Tribunal, por maioria e nos termos do voto do Ministro Marco Aurélio, que lavrará o acórdão, deu provimento ao recurso, vencidos os Ministros Eros Grau (Relator) e Gilmar Mendes. Impedidos os Ministros Teori Zavascki e Luiz Fux. Não participou da votação o Ministro Dias Toffoli. Presidiu o julgamento o Ministro Joaquim Barbosa. Plenário, 22.05.2013.","DIREITO DO TRABALHO","1 - DIREITO DO TRABALHO | DIREITO SINDICAL E QUESTÕES ANÁLOGAS | CONTRIBUIÇÃO SINDICAL","0","0"
